"Category of Data","Table","Column","ct_name","code_iaids","meaning","Data Type eADMS","Length eADMS","short_desc","Question_Def","Code meaning","typeofchange","Change_notes"
"Pre eADMS coding","seq_of_events","Modifier_Code",,"3117","Inadvertent use","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed, it would be coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"3118","Initiated","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"3119","Issued","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"3120","Misjudged","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed, it would be coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"3121","Misread","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed, it would be coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"3122","Not attained","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed, it would be coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"3123","Not corrected","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"3124","Not followed","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"3125","Not identified","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"3126","Not issued","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"3127","Not maintained","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
